#architect_id	architectJa	architectEn	architectJa_cleaned	architectEn_cleaned
6782	文化財建造物保存技術協会|堀江建築工学研究所|大建設計	THE JAPANESE ASSOCIATION FOR CONSERVATION OF ARCHITECTURAL MONUMENTS | HORIE ENGINEERING AND ARCHITECTURAL RESEARCH INSTITUTE |DAIKEN SEKKEI	文化財建造物保存技術協会|堀江建築工学研究所|大建設計	THE JAPANESE ASSOCIATION FOR CONSERVATION OF ARCHITECTURAL MONUMENTS | HORIE ENGINEERING AND ARCHITECTURAL RESEARCH INSTITUTE |DAIKEN SEKKEI
6783	久保清一＋鍵山昌信／アルキービ総合計画事務所	SEIICHI KUBO＋YOSHINOBU KAGIYAMA／ARCHIVI ARCHITECTS & ASSOCIATES	久保清一＋鍵山昌信／アルキービ総合計画事務所	SEIICHI KUBO+YOSHINOBU KAGIYAMA/ARCHIVI ARCHITECTS & ASSOCIATES
6784	芦澤竜一建築設計事務所|滋賀県立大学陶器浩一研究室	RYUICHI ASHIZAWA ARCHITECTS & ASSOCIATES|HIROKAZU TOKI	芦澤竜一建築設計事務所|滋賀県立大学陶器浩一研究室	RYUICHI ASHIZAWA ARCHITECTS & ASSOCIATES|HIROKAZU TOKI
6785	西高秀晃 二宮佑介 藤末萌／横浜国立大学	YOKOHAMA NATIONAL UNIVERSITY DEPARTMENT OF ARCHITECTURE	西高秀晃 二宮佑介 藤末萌／横浜国立大学	YOKOHAMA NATIONAL UNIVERSITY DEPARTMENT OF ARCHITECTURE
6786	山口和弘 渡辺一生 木本次憲 東京大学木質材料学研究室	KAZUHIRO YAMAGUCHI＋KAZUO WATANABE＋TSUGUNORI KIMOTO	山口和弘 渡辺一生 木本次憲 東京大学木質材料学研究室	KAZUHIRO YAMAGUCHI+KAZUO WATANABE+TSUGUNORI KIMOTO
6787	手塚貴晴＋手塚由比／手塚建築研究所|今川憲英／TIS&PARTNERS	TAKAHARU+YUI TEZUKA／TEZUKA ARCHITECTS|NORIHIDE IMAGAWA／TIS&PARTNERS	手塚貴晴＋手塚由比／手塚建築研究所|今川憲英／TIS&PARTNERS	TAKAHARU+YUI TEZUKA/TEZUKA ARCHITECTS|NORIHIDE IMAGAWA/TIS&PARTNERS
6788	吉村靖孝建築設計事務所	YASUTAKA YOSHIMURA ARCHITECTS	吉村靖孝建築設計事務所	YASUTAKA YOSHIMURA ARCHITECTS
6790	坂倉建築研究所|KAJIMA DESIGN	SAKAKURA ASSOCIATES| KAJIMA DESIGN	坂倉建築研究所|KAJIMA DESIGN	SAKAKURA ASSOCIATES| KAJIMA DESIGN
6793	藤森照信|中谷弘志	TERUNOBU FUJIMORI | HIROSHI NAKATANI	藤森照信|中谷弘志	TERUNOBU FUJIMORI | HIROSHI NAKATANI
6796	東日本旅客鉄道 東京工事事務所・東京電気システム開発工事事務所|東京駅丸の内駅舎保存・復原設計共同企業体	EAST JAPAN RAILWAY COMPANY , TOKYO CONSTRUCTION OFFICE, TOKYO ELECTRICAL  CONSTRUCTION & SYSTEM INTEGRATION OFFICE  | JR EAST DESIGN CORPORATION, JR EAST  CONSULTANTS COMPANY JV	東日本旅客鉄道 東京工事事務所・東京電気システム開発工事事務所|東京駅丸の内駅舎保存・復原設計共同企業体	EAST JAPAN RAILWAY COMPANY , TOKYO CONSTRUCTION OFFICE, TOKYO ELECTRICAL  CONSTRUCTION & SYSTEM INTEGRATION OFFICE  | JR EAST DESIGN CORPORATION, JR EAST  CONSULTANTS COMPANY JV
6806	末廣宣子＋末廣香織／NKSアーキテクツ	NORIKO＋KAORU SUEHIRO／NKS ARCHITECTS	末廣宣子＋末廣香織／NKSアーキテクツ	NORIKO+KAORU SUEHIRO/NKS ARCHITECTS
6807	古谷誠章＋NASCA|久米設計	NOBUAKI FURUYA + NASCA | KUME SEKKEI	古谷誠章／NASCA|久米設計	NOBUAKI FURUYA + NASCA | KUME SEKKEI
6808	古谷誠章＋NASCA	NOBUAKI FURUYA＋NASCA	古谷誠章／NASCA	NOBUAKI FURUYA+NASCA
6810	香山壽夫建築研究所	KOHYAMA ATELIER|	香山壽夫建築研究所	KOHYAMA ATELIER|
6811	日建設計|安田アトリエ	NIKKEN SEKKEI | YASUDA ATELIER	日建設計|安田アトリエ	NIKKEN SEKKEI | YASUDA ATELIER
6816	日本建築学会四国支部日土小学校保存再生特別委員会|和田耕一|武智和臣	SHIKOKU CHAPTER， ARCHITECTURAL INSTITUTE OF JAPAN | KOUICHI WADA | KAZUTOMI TAKECHI	日本建築学会四国支部日土小学校保存再生特別委員会|和田耕一|武智和臣	SHIKOKU CHAPTER, ARCHITECTURAL INSTITUTE OF JAPAN | KOUICHI WADA | KAZUTOMI TAKECHI
6817	谷尻誠／suppose design office	MAKOTO TANIJIRI / SUPPOSE DESIGN OFFICE	谷尻誠／SUPPOSE DESIGN OFFICE	MAKOTO TANIJIRI / SUPPOSE DESIGN OFFICE
6820	中山英之建築設計事務所	HIDEYUKI NAKAYAMA ARCHITECTURE	中山英之建築設計事務所	HIDEYUKI NAKAYAMA ARCHITECTURE
6825	山下秀之／長岡造形大学山下研究室|大原技術	HIDEYUKI YAMASHITA／YAMASHITA LAB.， NAGAOKA INSTITUTE OF DESIGN|OHARA GIJYUTSU	山下秀之／長岡造形大学山下研究室|大原技術	HIDEYUKI YAMASHITA/YAMASHITA LAB., NAGAOKA INSTITUTE OF DESIGN|OHARA GIJYUTSU
6826	大西麻貴＋小川勇樹＋熊澤智広＋百田有希＋南方雄貴	MAKI ONISHI ＋ YUKI OGAWA ＋ TOMOHIRO KUMAZAWA ＋ YUKI HYAKUDA ＋ YOU-KI MINAKATA	大西麻貴＋小川勇樹＋熊澤智広＋百田有希＋南方雄貴	MAKI ONISHI + YUKI OGAWA + TOMOHIRO KUMAZAWA + YUKI HYAKUDA + YOU-KI MINAKATA
6828	ADP Ingénierie（ADPI）|竹中工務店	ADPI|TAKENAKA CORPORATION	ADP INGÉNIERIE（ADPI）|竹中工務店	ADPI|TAKENAKA CORPORATION
6829	石原健也／デネフェス計画研究所|清水建設一級建築士事務所	KENYA ISHIHARA / DENEFES| SHIMIZU CORPORATION	石原健也／デネフェス計画研究所|清水建設	KENYA ISHIHARA / DENEFES| SHIMIZU CORPORATION
6830	益子義弘|河合俊和|大竹慎太郎	YOSHIHIRO MASUKO| TOSHIKAZU KAWAI| SHINTARO OTAKE	益子義弘|河合俊和|大竹慎太郎	YOSHIHIRO MASUKO| TOSHIKAZU KAWAI| SHINTARO OTAKE
6834	アーキテクトカフェ・田井幹夫建築設計事務所	ARCHITECT CAFE|	アーキテクトカフェ・田井幹夫建築設計事務所	ARCHITECT CAFE|
6835	moriko kira architect|アトリエ・イマム	MORIKO KIRA ARCHITECT| ATELIER IMAMU	MORIKO KIRA ARCHITECT|アトリエ・イマム	MORIKO KIRA ARCHITECT| ATELIER IMAMU
6839	駒田剛司＋駒田由香／駒田建築設計事務所	KOMADA ARCHITECT’S OFFICE	駒田剛司＋駒田由香／駒田建築設計事務所	KOMADA ARCHITECT’S OFFICE
6840	駒田剛司＋駒田由香／駒田建築設計事務所|清水知和|松岡聡田村裕希|中央アーキ	KOMADA TAKESHI ＋ KOMADA YUKA / KOMADA ARCHITECTS OFFICE| TOMOKAZU SHIMIZU| MATSUOKASATOSHITAMRUAYUKI| CHUOARCHI	駒田剛司＋駒田由香／駒田建築設計事務所|清水知和|松岡聡田村裕希|中央アーキ	KOMADA TAKESHI + KOMADA YUKA / KOMADA ARCHITECTS OFFICE| TOMOKAZU SHIMIZU| MATSUOKASATOSHITAMRUAYUKI| CHUOARCHI
6841	横河健＋国枝東史生／横河設計工房	KEN YOKOGAWA ARCHITECT & ASSOCIATES	横河健＋国枝東史生／横河設計工房	KEN YOKOGAWA ARCHITECT & ASSOCIATES
6843	八木正嗣＋八木このみ／八木建築研究所	Masatsugu yagi + konomi yagi / yagi architectural institute	八木正嗣＋八木このみ／八木建築研究所	MASATSUGU YAGI + KONOMI YAGI / YAGI ARCHITECTURAL INSTITUTE
6845	フナキサチコケンチクセッケイジムショ|細矢仁建築設計事務所|設計共同体	SACHIKO FUNAKI & ASSOCIATES| JIN HOSOYA & ASSOCIATES|JV	フナキサチコケンチクセッケイジムショ|細矢仁建築設計事務所|設計共同体	SACHIKO FUNAKI & ASSOCIATES| JIN HOSOYA & ASSOCIATES|JV
6847	みかんぐみ|竹中工務店	MIKAN| TAKENAKA CORPORATION	みかんぐみ|竹中工務店	MIKAN| TAKENAKA CORPORATION
6848	白井克典設計事務所	KATSUNORI SHIRAI ARCHITECTS	白井克典設計事務所	KATSUNORI SHIRAI ARCHITECTS
6850	清水建設|佐藤尚巳建築研究所|永田音響設計|シアターワークショップ|設計共同企業体	SHIMIZU CORPORATION|NAOMI SATO ARCHITECTS|NAGATA ACOUSTICS|THEATRE WORKSHOP|JV	清水建設|佐藤尚巳建築研究所|永田音響設計|シアターワークショップ|設計共同企業体	SHIMIZU CORPORATION|NAOMI SATO ARCHITECTS|NAGATA ACOUSTICS|THEATRE WORKSHOP|JV
6851	INA新建築研究所|豊田市都市整備部営繕課	INSTITUTE OF NEW ARCHITECTURE|Toyota City	INA新建築研究所|豊田市都市整備部営繕課	INSTITUTE OF NEW ARCHITECTURE|TOYOTA CITY
6854	日本軽金属グループ（日本軽金属・新日軽・日軽金アクト）白川在＋冨川浩史	ZAI SHIRAKAWA ＋ HIROSHI TOMIKAWA	日本軽金属グループ（日本軽金属・新日軽・日軽金アクト）白川在＋冨川浩史	ZAI SHIRAKAWA + HIROSHI TOMIKAWA
6857	河井敏明／河井事務所|大建設計	KAWAI-ARCHITECTS| DAIKEN  SEKKEI	河井敏明／河井事務所|大建設計	KAWAI-ARCHITECTS| DAIKEN  SEKKEI
6858	迫慶一郎／SAKO建築設計工社	SAKO ARCHITECTS	迫慶一郎／SAKO建築設計工社	SAKO ARCHITECTS
6859	SHoP／Sharples Holden Pasquarelli	SHoP／Sharples Holden Pasquarelli	SHOP／SHARPLES HOLDEN PASQUARELLI	SHOP/SHARPLES HOLDEN PASQUARELLI
6860	LOT-EK	LOT-EK	LOT-EK	LOT-EK
6861	北京松原弘典建築設計公司	BEIJING MATSUBARA AND ARCHITECTS	北京松原弘典建築設計公司	BEIJING MATSUBARA AND ARCHITECTS
6863	隈研吾建築都市設計事務所	KENGO KUMA AND ASSOCIATES	隈研吾建築都市設計事務所	KENGO KUMA AND ASSOCIATES
6864	久米設計	KUME SEKKEI	久米設計	KUME SEKKEI
6866	戸室令子／戸室アトリエ|中村研一建築研究所	REIKO TOMURO / TOMURO ATELIER | KENICHI NAKAMURA AND ASSOCIATES	戸室令子／戸室アトリエ|中村研一建築研究所	REIKO TOMURO / TOMURO ATELIER | KENICHI NAKAMURA AND ASSOCIATES
6868	神戸市都市計画総局|重村力＋Team ZOO いるか設計集団	URBAN PLANNING AND HOUSING BUREAU CITY OF KOBE| TEAM ZOO ATELIER IRUKA  AND  TSUTOMU SHIGEMURA	神戸市都市計画総局|重村力＋TEAM ZOO いるか設計集団	URBAN PLANNING AND HOUSING BUREAU CITY OF KOBE| TEAM ZOO ATELIER IRUKA  AND  TSUTOMU SHIGEMURA
6869	渡部和生・木村博幸／惟建築計画|長建設計事務所|共同企業体	KAZUO WATABE HIROYUKI KIMURA / YUI ARCHITECTS & PLANNERS|CHOKEN SEKKEI|JV	渡部和生・木村博幸／惟建築計画|長建設計事務所|共同企業体	KAZUO WATABE HIROYUKI KIMURA / YUI ARCHITECTS & PLANNERS|CHOKEN SEKKEI|JV
6870	中村竜治建築設計事務所	RYUJI NAKAMURA ARCHITECTS	中村竜治建築設計事務所	RYUJI NAKAMURA ARCHITECTS
6871	三宅一生|安藤忠雄	ISSEY MIYAKE| TADAO ANDO	三宅一生|安藤忠雄建築研究所	ISSEY MIYAKE| TADAO ANDO
6872	鈴木隆之デザインネットワーク|京都精華大学鈴木研究室	SUZUKI DESIGN NETWORK | KYOTO SEIKA UNIVERSITY SUZUKI STUDIO	鈴木隆之デザインネットワーク|京都精華大学鈴木研究室	SUZUKI DESIGN NETWORK | KYOTO SEIKA UNIVERSITY SUZUKI STUDIO
6874	長坂大／Mega|宮城俊作（PLACEMEDIA）	DAI NAGASAKA / MEGA| SHUNSAKU MIYAGI（PLACEMEDIA）	長坂大／MEGA|宮城俊作（PLACEMEDIA）	DAI NAGASAKA / MEGA| SHUNSAKU MIYAGI(PLACEMEDIA)
6875	東京大学大学院千葉研究室|千葉学建築計画事務所	CHIBA LABORATORY， THE UNIVERSITY OF TOKYO | CHIBA MANABU ARCHITECTS	東京大学大学院千葉研究室|千葉学建築計画事務所	CHIBA LABORATORY, THE UNIVERSITY OF TOKYO | CHIBA MANABU ARCHITECTS
6876	池田設計|千葉学建築計画事務所	IKEDA ARCHITECTS|CHIBA MANABU ARCHITECTS	池田設計|千葉学建築計画事務所	IKEDA ARCHITECTS|CHIBA MANABU ARCHITECTS
6878	エーシーエ設計	ACA SEKKEI|	エーシーエ設計	ACA SEKKEI|
6881	楠山設計|石井ひろみ／アーキテラス	KUSUYAMA ARCHITECT|    ARCHI-TERRACE ARCHITECTURAL DESIGN OFFICE	楠山設計|石井ひろみ／アーキテラス	KUSUYAMA ARCHITECT|    ARCHI-TERRACE ARCHITECTURAL DESIGN OFFICE
6882	高橋晶子+高橋寛／ワークステーション	WORKSTATION	高橋晶子+高橋寛／ワークステーション	WORKSTATION
6889	山下設計	YAMASHITA SEKKEI	山下設計	YAMASHITA SEKKEI
6891	中村拓志／NAP建築設計事務所	NAP ARCHITECTS	中村拓志／NAP建築設計事務所	NAP ARCHITECTS
6894	三菱地所設計|阿部仁史アトリエ 阿部仁史＋小野田泰明	MITSUBISHI JISHO SEKKEI | ATELIER HITOSHI ABE	三菱地所設計|阿部仁史アトリエ 阿部仁史＋小野田泰明	MITSUBISHI JISHO SEKKEI | ATELIER HITOSHI ABE
6895	彦根アンドレア／彦根建築設計事務所	ANDREA HIKONE／A.H.ARCHITECTS	彦根アンドレア／彦根建築設計事務所	ANDREA HIKONE/A.H.ARCHITECTS
6896	設計チーム木	TEAM MOKU ARCHITECT	設計チーム木	TEAM MOKU ARCHITECT
6897	仙田満＋環境デザイン研究所|コスモス設計|共同企業体	MITSURU SENDA|E.D.ICOSMOS ATELIER|JV	仙田満＋環境デザイン研究所|コスモス設計|共同企業体	MITSURU SENDA|E.D.ICOSMOS ATELIER|JV
6899	渡辺誠／アーキテクツ オフィス|J.C.Yang Architect and Associates	MAKOTO SEI WATANABE / ARCHITECTS' OFFICE　 | J.C.YANG ARCHITECT AND ASSOCIATES	渡辺誠／アーキテクツ オフィス|J.C.YANG ARCHITECT AND ASSOCIATES	MAKOTO SEI WATANABE / ARCHITECTS' OFFICE  | J.C.YANG ARCHITECT AND ASSOCIATES
6901	伊東・竹中・RLA2009年高雄世界運動会会場設計チーム	ITO+TAKENAKA+RLA KAOHSIUNG MAIN STADIUM FOR 2009 WORLD GAMES DESIGN TEAM|	伊東・竹中・RLA2009年高雄世界運動会会場設計チーム	ITO+TAKENAKA+RLA KAOHSIUNG MAIN STADIUM FOR 2009 WORLD GAMES DESIGN TEAM|
6902	トラフ建築設計事務所	TORAFU ARCHITECTS	トラフ建築設計事務所	TORAFU ARCHITECTS
6903	みかんぐみ	MIKAN	みかんぐみ	MIKAN
6904	新関謙一郎／NIIZEKI STUDIO	KENICHIRO NIIZEKI／NIIZEKI STUDIO	新関謙一郎／NIIZEKI STUDIO	KENICHIRO NIIZEKI/NIIZEKI STUDIO
6905	前田圭介／UID一級建築士事務所	KEISUKE MAEDA／UID ARCHITECTS	前田圭介／UID一級建築士事務所	KEISUKE MAEDA/UID ARCHITECTS
6906	横浜国立大学建築学教室＋横浜国立大学施設部	ORGANIZATION OF THE DEPARTMENT OF ARCHITECTURE， YOKOHAMA NATIONAL UNIVERSITY	横浜国立大学建築学教室＋横浜国立大学施設部	ORGANIZATION OF THE DEPARTMENT OF ARCHITECTURE, YOKOHAMA NATIONAL UNIVERSITY
6907	野生司義光／野生司環境設計	YOSHIMITSU NOSU / NOSU ARCHITECTS PLANNERS ENGINEERS	野生司義光／野生司環境設計	YOSHIMITSU NOSU / NOSU ARCHITECTS PLANNERS ENGINEERS
6911	日建設計|三菱地所設計	NIKKEN SEKKEI| MITSUBISHI JISHO SEKKEI	日建設計|三菱地所設計	NIKKEN SEKKEI| MITSUBISHI JISHO SEKKEI
6912	三菱地所設計|全国農協設計|NTTファシリティーズ	MITSUBISHI JISHO SEKKEI| ZEN-NOH ARCHITECTS & ENGINEERS | NTT FACILITIES	三菱地所設計|全国農協設計|NTTファシリティーズ	MITSUBISHI JISHO SEKKEI| ZEN-NOH ARCHITECTS & ENGINEERS | NTT FACILITIES
6914	日建設計|三菱地所設計	NIKKEN SEKKEI| MITSUBISHI JISHO SEKKEI	日建設計|三菱地所設計	NIKKEN SEKKEI| MITSUBISHI JISHO SEKKEI
6915	手塚貴晴＋手塚由比／手塚建築研究所|大野博史／オーノJAPAN	TAKAHARU TEZUKA＋YUI TEZUKA／TEZUKA ARCHITECTS　|HIROFUMI OHNO／OHNO JAPAN	手塚貴晴＋手塚由比／手塚建築研究所|大野博史／オーノJAPAN	TAKAHARU TEZUKA+YUI TEZUKA/TEZUKA ARCHITECTS |HIROFUMI OHNO/OHNO JAPAN
6916	齊藤正轂工房	TADASHI SAITO＋ATELIER NAVE	齊藤正轂工房	TADASHI SAITO+ATELIER NAVE
6917	坂本一成研究室|日建設計	KAZUNARI SAKAMOTO ARCHITECTURAL LABORATORY|NIKKEN SEKKEI	坂本一成研究室|日建設計	KAZUNARI SAKAMOTO ARCHITECTURAL LABORATORY|NIKKEN SEKKEI
6919	木村博幸＋山下秀之／長岡市建築設計協同組合|長建設計事務所|長岡造形大学山下研究室	HIROYUKI KIMURA＋HIDEYUKI YAMASHITA | CHOKEN SEKKEI|YAMASHITA LAB. NAGAOKA INSTITUTE OF DESIGN	木村博幸＋山下秀之／長岡市建築設計協同組合|長建設計事務所|長岡造形大学山下研究室	HIROYUKI KIMURA+HIDEYUKI YAMASHITA | CHOKEN SEKKEI|YAMASHITA LAB. NAGAOKA INSTITUTE OF DESIGN
6920	小泉雅生／小泉アトリエ	MASAO KOIZUMI / KOIZUMI	小泉雅生／小泉アトリエ	MASAO KOIZUMI / KOIZUMI
6925	芦原建築設計研究所	Y.ASHIHARA ARCHITECT & ASSOCIATES	芦原建築設計研究所	Y.ASHIHARA ARCHITECT & ASSOCIATES
6927	みかんぐみ|小野田泰明	MIKAN | YASUAKI ONODA	みかんぐみ|小野田泰明	MIKAN | YASUAKI ONODA
6929	宇野享＋赤松佳珠子＋小嶋一浩／CAn＋CAt	SUSUMU UNO＋KAZUKO AKAMATSU＋KAZUHIRO KOJIMA／CAn＋CA	宇野享＋赤松佳珠子＋小嶋一浩／CAN＋CAT	SUSUMU UNO+KAZUKO AKAMATSU+KAZUHIRO KOJIMA/CAN+CA
6930	宇野享＋赤松佳珠子＋小嶋一浩＋伊藤恭行／CAn＋CAt	SUSUMU UNO＋KAZUKO AKAMATSU＋KAZUHIRO KOJIMA＋YASUYUKI ITO／CAn＋CA	宇野享＋赤松佳珠子＋小嶋一浩＋伊藤恭行／CAN＋CAT	SUSUMU UNO+KAZUKO AKAMATSU+KAZUHIRO KOJIMA+YASUYUKI ITO/CAN+CA
6934	深澤直人|パトリシア・ウルキオラ|マルティノ・ベルギンツ|平田晃久|松尾高弘|藤本壮介|takram|松井亮	naoto fukasawa | patricia urquiola | martino berginz | akihisa hirata | takahiro matsuo | sousuke fujimoto | takram | ryo matsui |	深澤直人|パトリシア・ウルキオラ|マルティノ・ベルギンツ|平田晃久|松尾高弘|藤本壮介|TAKRAM|松井亮	NAOTO FUKASAWA | PATRICIA URQUIOLA | MARTINO BERGINZ | AKIHISA HIRATA | TAKAHIRO MATSUO | SOUSUKE FUJIMOTO | TAKRAM | RYO MATSUI |
6936	大平貴臣／大平貴臣建築設計事務所|丸吉泰道／丸吉泰道建築設計工房	TAKANORI OHIRA|YASUMICHI MARUYOSHI	大平貴臣／大平貴臣建築設計事務所|丸吉泰道／丸吉泰道建築設計工房	TAKANORI OHIRA|YASUMICHI MARUYOSHI
6941	横浜国立大学大学院／建築都市スクールY-GSA|飯田善彦スタジオ	Yokohama national university graduate school/school of architecture and urban design y-gsa |yoshihiko iida studio	横浜国立大学大学院／建築都市スクールY-GSA|飯田善彦スタジオ	YOKOHAMA NATIONAL UNIVERSITY GRADUATE SCHOOL/SCHOOL OF ARCHITECTURE AND URBAN DESIGN Y-GSA |YOSHIHIKO IIDA STUDIO
6944	いすゞエステート|坂倉建築研究所	ISUZU ESTATE|SAKAKURA ASSOCIATES	いすゞエステート|坂倉建築研究所	ISUZU ESTATE|SAKAKURA ASSOCIATES
6945	末廣香織＋末廣宣子／NKSアーキテクツ	NORIKO＋KAORU SUEHIRO / NKS ARCHITECTS	末廣香織＋末廣宣子／NKSアーキテクツ	NORIKO+KAORU SUEHIRO / NKS ARCHITECTS
6946	安宅研太郎／アタカケンタロウ建築計画事務所	KENTARO ATAKA ARCHITECTURAL DESIGN	安宅研太郎／アタカケンタロウ建築計画事務所	KENTARO ATAKA ARCHITECTURAL DESIGN
6952	都市再生機構|竹中工務店	UR|TAKENAKA CORPORATION	都市再生機構|竹中工務店	UR|TAKENAKA CORPORATION
6953	木下庸子＋設計組織ADH|江尻建築構造設計事務所|for Lights	ADH|EJIRI STRUCTURAL ENGINEERS|FOR LIGHTS	木下庸子＋設計組織ADH|江尻建築構造設計事務所|FOR LIGHTS	ADH|EJIRI STRUCTURAL ENGINEERS|FOR LIGHTS
6954	NASCA|空間研究所|日東建設|共同体|市浦|CAt|設計共同体|山本・堀アーキテクツ|みのべ設計	Nasca | spatial research institute | nitto construction| joint venture| ichinoura | cat| design joint venture| yamamoto hori architects | minobe design |	NASCA|空間研究所|日東建設|共同体|市浦|CAT|設計共同体|山本・堀アーキテクツ|みのべ設計	NASCA | SPATIAL RESEARCH INSTITUTE | NITTO CONSTRUCTION| JOINT VENTURE| ICHINOURA | CAT| DESIGN JOINT VENTURE| YAMAMOTO HORI ARCHITECTS | MINOBE DESIGN |
6955	architecture WORKSHOP|ワークステーション|設計組織ADH|A・W・A設計共同体	ARCHITECTURE WORKSHOP | WORKSTATION | ADH|JV	ARCHITECTURE WORKSHOP|ワークステーション|設計組織ADH|A・W・A設計共同体	ARCHITECTURE WORKSHOP | WORKSTATION | ADH|JV
6957	渡瀬正記＋永吉歩／設計室	MASANORI WATASE+AYUMI NAGAYOSHI	渡瀬正記＋永吉歩／設計室	MASANORI WATASE+AYUMI NAGAYOSHI
6958	中之島高速鉄道|京阪電気鉄道|安井建築設計事務所	NAKANOSHIMA RAPID RAILWAY |KEIHAN ELECTRIC RAILWAY| YASUI ARCHITECTS & ENGINEERS	中之島高速鉄道|京阪電気鉄道|安井建築設計事務所	NAKANOSHIMA RAPID RAILWAY |KEIHAN ELECTRIC RAILWAY| YASUI ARCHITECTS & ENGINEERS
6961	内藤廣建築設計事務所|北海道旅客鉄道|日本交通技術	NAITO ARCHITECT & ASSOCIATES |HOKKAIDO RAILWAY COMPANY |JAPAN TRANSPORTATION CONSULTANTS	内藤廣建築設計事務所|北海道旅客鉄道|日本交通技術	NAITO ARCHITECT & ASSOCIATES |HOKKAIDO RAILWAY COMPANY |JAPAN TRANSPORTATION CONSULTANTS
6962	内藤廣建築設計事務所|四国旅客鉄道|四国開発建設	NAITO ARCHITECT & ASSOCIATES |SHIKOKU RAILWAY COMPANY |SHIKOKU KAIHATSU CORPORATION	内藤廣建築設計事務所|四国旅客鉄道|四国開発建設	NAITO ARCHITECT & ASSOCIATES |SHIKOKU RAILWAY COMPANY |SHIKOKU KAIHATSU CORPORATION
6963	西村浩／ワークヴィジョンズ	WORKVISIONS ARCHITECTS OFFICE	西村浩／ワークヴィジョンズ	WORKVISIONS ARCHITECTS OFFICE
6964	岡部憲明アーキテクチャーネットワーク|竹中工務店	NORIAKI OKABE ARCHITECTURE NETWORK|TAKENAKA CORPORATION	岡部憲明アーキテクチャーネットワーク|竹中工務店	NORIAKI OKABE ARCHITECTURE NETWORK|TAKENAKA CORPORATION
6968	妹島和世＋西沢立衛／SANAA|Toshihiro Oki Architect	KAZUYO SEJIMA＋RYUE NISHIZAWA ／ SANAA|TOSHIHIRO OKI ARCHITECT	妹島和世＋西沢立衛／SANAA|TOSHIHIRO OKI ARCHITECT	KAZUYO SEJIMA+RYUE NISHIZAWA / SANAA|TOSHIHIRO OKI ARCHITECT
6971	櫻井潔＋廣重拓司／日建設計|三信建築設計事務所	KIYOSHI SAKURAI＋TAKUJI HIROSHIGE／NIKKEN SEKKEI|SANSHIN SEKKEI	櫻井潔＋廣重拓司／日建設計|三信建築設計事務所	KIYOSHI SAKURAI+TAKUJI HIROSHIGE/NIKKEN SEKKEI|SANSHIN SEKKEI
6972	山梨知彦／日建設計|勝矢武之／NSD	TOMOHIKO YAMANASHI／NIKKEN SEKKEI|TAKEYUKI KATSUYA／NSD	山梨知彦／日建設計|勝矢武之／NSD	TOMOHIKO YAMANASHI/NIKKEN SEKKEI|TAKEYUKI KATSUYA/NSD
6974	富樫亮＋朝田志郎／日建設計	RYO TOGASHI， SHIRO ASADA／NIKKEN SEKKEI	富樫亮＋朝田志郎／日建設計	RYO TOGASHI, SHIRO ASADA/NIKKEN SEKKEI
6975	堀越英嗣＋堀越共同企業体|東日本旅客鉄道|パシフィックコンサルタンツ	HIDETSUGU HORIKOSHI＋HORIKOSHI JV | EAST JAPAN RAILWAY COMPANY| PACIFIC CONSULTANTS	堀越英嗣＋堀越共同企業体|東日本旅客鉄道|パシフィックコンサルタンツ	HIDETSUGU HORIKOSHI+HORIKOSHI JV | EAST JAPAN RAILWAY COMPANY| PACIFIC CONSULTANTS
6976	木下昌大建築設計事務所	KINO ARCHITECTS	木下昌大建築設計事務所	KINO ARCHITECTS
6983	宮本佳明／宮本佳明建築設計事務所	KATSUHIRO MIYAMOTO & ASSOCIATES	宮本佳明／宮本佳明建築設計事務所	KATSUHIRO MIYAMOTO & ASSOCIATES
6986	針生承一建築研究所|東北大学施設部・キャンパス計画室	SHOICHI HARYU ARCHITECTS & ASSOCIATES|TOHOKU UNIVERSITY	針生承一建築研究所|東北大学施設部・キャンパス計画室	SHOICHI HARYU ARCHITECTS & ASSOCIATES|TOHOKU UNIVERSITY
6987	遠藤泰人＋空間スタジオ	KUKAN STUDIO ARCHITECTS	遠藤泰人＋空間スタジオ	KUKAN STUDIO ARCHITECTS
6988	山口誠デザイン	MAKOTO YAMAGUCHI DESIGN	山口誠デザイン	MAKOTO YAMAGUCHI DESIGN
6989	黄金町エリアマネジメントセンター|高橋晶子＋高橋寛／ワークステーション|吉村靖孝建築設計事務所|ウィット・ピムカンチャナポン＋遠藤治郎|西田司＋梁井理恵／オンデザイン|青島琢治建築設計事務所	KOGANECHO AREA MANAGEMENT CENTER | AKIKO TAKAHASI + HIROSHI TAKAHASHI／WORKSTATION | YASUTAKA YOSHIMURA ARCHITECTS | WIT PIMKANCHANAPONG+JIRO ENDO | OSAMU NISHIDA + RIE YANAI／ONDESIGN | TAKUJI AOSHIMA ASSOCIATES	黄金町エリアマネジメントセンター|高橋晶子＋高橋寛／ワークステーション|吉村靖孝建築設計事務所|ウィット・ピムカンチャナポン＋遠藤治郎|西田司＋梁井理恵／オンデザイン|青島琢治建築設計事務所	KOGANECHO AREA MANAGEMENT CENTER | AKIKO TAKAHASI + HIROSHI TAKAHASHI/WORKSTATION | YASUTAKA YOSHIMURA ARCHITECTS | WIT PIMKANCHANAPONG+JIRO ENDO | OSAMU NISHIDA + RIE YANAI/ONDESIGN | TAKUJI AOSHIMA ASSOCIATES
